0,256,7.944182043562772
0,177,6.150882338284142
0,114,6.016862587745965
0,273,5.569725489678213
0,214,5.318420174811776
0,714,4.894367415178451
0,389,4.823282974680838
0,527,4.687669007279039
0,80,4.502525045067435
0,896,4.364961377966926
0,479,4.357746343154108
0,788,4.185313603316377
0,801,4.129138089357675
0,836,4.0842398285974495
0,420,4.021040502195269
0,354,4.016230591720172
0,778,3.989834780840479
0,931,3.920620744196271
0,838,3.6684040812647103
0,445,3.3561734450222858
0,269,3.3533651121045014
0,804,3.3476046482844395
0,725,3.3374939529649246
0,402,3.2938164533433927
0,784,3.2888628846898627
0,933,3.1575647775507036
0,169,2.9487941257512142
0,492,2.9237722235935375
0,403,2.905609119112881
0,322,2.747088719605124
0,145,2.720563476111252
0,359,2.700916322380551
0,325,2.513781886778459
0,283,2.4578583612198646
0,350,2.4324073831063977
0,47,2.4064166509809874
0,702,2.394936990772151
0,143,2.3879073578329395
0,414,2.349176398934897
0,964,2.211897107553085
0,328,2.1497845028025964
0,454,2.091544979459977
0,52,1.9644665583168965
0,866,1.902353318182921
0,139,1.7959782829842508
0,632,1.7115355516366448
0,793,1.7112047787665174
0,215,1.7090839357302272
0,87,1.4922133425409139
0,285,1.4815346007512638
1,687,11.70478998556644
1,389,9.294211982777728
1,679,9.060773022645403
1,209,8.865040624185195
1,906,8.71162501734052
1,197,8.257633215744145
1,588,7.9940864339641
1,132,7.88358285385325
1,430,7.582646706594663
1,380,7.131747598420352
1,748,6.954275887403862
1,849,6.599663399584975
1,364,6.524416698964821
1,498,6.35723335457442
1,369,6.038701409258489
1,665,5.933236725712783
1,879,5.785649772954873
1,703,5.758843895188356
1,302,5.719415168621929
1,520,5.395536518154134
1,527,5.297277156218794
1,631,5.27888484067286
1,349,5.248396917898101
1,909,5.216561279971575
1,479,5.049157650118525
1,375,5.020681557773178
1,969,4.914037812933165
1,495,4.857616697176902
1,182,4.71539777873801
1,954,4.64986631837791
1,691,4.489833434474081
1,273,4.2664264266072625
1,730,4.108092628092805
1,708,3.981737935667221
1,38,3.979085831258298
1,462,3.8409682148573623
1,622,3.817273715474691
1,979,3.7972509198602613
1,948,3.7962183092932875
1,644,3.7857367950887175
1,282,3.6678313329264065
1,910,3.5472841741511956
1,880,3.5373899499285795
1,48,3.48442325158052
1,204,3.4798067930732515
1,311,3.4688312915050385
1,973,3.371420119304461
1,834,3.3521862517678502
1,698,3.2945947791046053
1,472,3.2454417588348745
2,514,13.469341428243265
2,738,12.106159021982393
2,696,11.97551098243469
2,73,10.913761452502039
2,458,10.487819904364606
2,993,9.80626756482193
2,729,9.47659781995882
2,991,9.395802880370763
2,951,8.671444249009195
2,817,8.625374701715739
2,542,8.56878736153173
2,812,8.463802824289052
2,755,8.062700076056137
2,725,7.75037620795523
2,594,7.664143654191415
2,239,7.605841314690986
2,986,7.367069490917397
2,788,6.736242526849894
2,243,6.71218880841264
2,330,6.659790177790962
2,710,6.386202835553807
2,614,6.359267614624953
2,372,6.2998039782479935
2,296,6.11654784775102
2,532,6.010350132177212
2,233,5.902569382237248
2,59,5.8987920068302495
2,338,5.854116261478864
2,327,5.837790288527605
2,269,5.625240593237029
2,145,5.552477599562529
2,592,5.516701249809566
2,244,5.498691906763009
2,572,5.419159963164916
2,210,5.257936489610488
2,33,5.1609846855406
2,852,5.122865997904421
2,143,5.064366009954861
2,376,4.912538895045278
2,413,4.6525696910898535
2,778,4.608010198058715
2,911,4.596995305496146
2,25,4.537107865302067
2,341,4.4301522752209195
2,737,4.387375222174947
2,686,4.381198973647714
2,161,4.335870866994644
2,530,4.075534853388603
2,56,3.9981774740187497
2,364,3.9637712407005896
3,784,10.906893874468684
3,616,8.64954125138584
3,703,7.807842053305452
3,155,7.340497153874838
3,254,6.466981856758392
3,83,5.695492653217002
3,853,5.562257759468247
3,640,5.343712397582088
3,138,5.07730806890975
3,111,5.073102001719497
3,546,5.006889425030036
3,904,4.930780295953129
3,302,4.841545360451438
3,646,4.809795764317624
3,594,4.8002806638820505
3,532,4.391880121938972
3,21,4.3685949412328045
3,308,4.211191245121245
3,160,4.1822961398602425
3,36,4.169654103001456
3,49,4.115686749732496
3,900,4.003315940853937
3,54,3.8917955555980486
3,740,3.8787500336965444
3,847,3.7872945830727165
3,80,3.7830427959297985
3,342,3.6690137308963426
3,82,3.6545641018934365
3,832,3.6321646669958
3,200,3.446083191332452
3,463,3.4449243683549087
3,988,3.367294217709544
3,360,3.2973592731810983
3,202,3.2582755702047206
3,162,3.2498843598788154
3,626,3.212473708711544
3,47,3.124834780593438
3,428,3.038752223789401
3,674,2.984142750393061
3,293,2.9597367530814247
3,635,2.8041456550805846
3,943,2.7639842093420968
3,392,2.7270961585982607
3,81,2.6697580968941836
3,931,2.6646680646966465
3,593,2.6603646178744533
3,325,2.5888643066550716
3,702,2.4162615710332105
3,4,2.318624583262223
3,131,2.269069932717761
4,682,11.112966527754695
4,338,9.081087336850736
4,382,8.612048012397
4,122,8.36770406027809
4,216,8.12905017437841
4,419,7.3211942004957296
4,471,6.937553330812016
4,434,6.740213226142988
4,671,6.7291443807744
4,246,6.667911593286867
4,986,6.62044894806772
4,410,6.291753808022386
4,632,6.128022137720683
4,321,6.084629252573763
4,825,5.824807435060592
4,919,5.5925213982739646
4,807,5.508596149750901
4,507,5.4759599942108474
4,406,5.441176727473655
4,993,5.406662317194877
4,409,5.343621767811789
4,584,5.1199508357987975
4,762,5.1125670266348635
4,683,4.889911829459319
4,137,4.884620092632009
4,152,4.770373637451039
4,266,4.759419291884092
4,613,4.704172607552593
4,608,4.685258660753551
4,199,4.633855433835885
4,565,4.450286770764002
4,966,4.330367041869146
4,626,4.209200956730587
4,768,4.144919269875213
4,648,4.084243446117169
4,907,4.072089219769847
4,209,4.054174667121236
4,205,4.0374525375094015
4,959,3.8932989606821837
4,74,3.8326968810013633
4,249,3.4911676184264784
4,662,3.457930210998244
4,277,3.4035990684046458
4,291,3.3341362828981933
4,268,3.3248713047069343
4,265,3.3143652986435925
4,833,3.132078882123106
4,508,3.102017155482099
4,13,3.0535112647573204
4,138,3.0376917524220013
5,667,11.964319173105363
5,398,10.174200255633764
5,468,8.550854501997494
5,348,8.396272076636178
5,220,7.8656234142168096
5,298,7.490809518754998
5,818,7.264750239344851
5,861,6.766844380513881
5,50,6.491371623309051
5,630,5.842493662111378
5,114,5.785957843376329
5,306,5.151144337672612
5,393,5.093814667760149
5,561,5.080586390063994
5,958,4.7219099851395825
5,164,4.664479675099566
5,547,4.406388874153198
5,495,4.345640862282176
5,909,4.315159695700792
5,747,4.235697448659321
5,746,4.081062897193183
5,505,4.06799289315691
5,7,3.590071983808924
5,202,3.5860070311176733
5,303,3.548449563414447
5,247,3.525717207184326
5,651,3.4936696306233626
5,943,3.4615378786573023
5,248,3.297025912925456
5,666,3.280705779897873
5,640,3.2183856809920197
5,219,3.1709558744091
5,97,2.858434256824335
5,797,2.4655663288467906
5,81,2.4511767761402403
5,188,2.251648876895297
